User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1004508,P00244242,M,26-35,20,A,2,0,1,2.0,15.0,4162
1004823,P00306042,M,18-25,4,B,0,1,2,8.0,,3304
1005197,P00314042,F,55+,3,C,3,1,14,18.0,,11591
1003724,P00274242,M,36-45,6,B,4+,0,1,,,19484
1001631,P00054942,F,51-55,0,C,4+,0,5,8.0,,6995
1003333,P00113242,M,18-25,16,C,1,0,1,6.0,8.0,19661
1005964,P00027642,M,18-25,5,B,1,0,8,,,3974
1001755,P00210942,F,18-25,4,B,4+,0,5,12.0,,8819
1004227,P00118542,M,26-35,19,A,0,0,5,8.0,,6970
1000970,P00213942,M,26-35,0,B,4+,1,5,14.0,,1878
1005744,P00317142,F,26-35,4,A,2,0,2,15.0,,10016
1002351,P00021742,F,26-35,0,B,4+,0,5,,,6958
1005878,P00084342,F,26-35,0,A,4+,1,13,16.0,,930
1002203,P00329242,M,46-50,12,B,4+,1,5,14.0,,6922
1001694,P00106042,M,26-35,12,B,3,1,5,,,8655
1004807,P00246342,M,0-17,2,A,1,0,11,15.0,,6179
1001152,P00070042,M,18-25,4,C,2,0,1,2.0,16.0,7974
1003745,P00185742,F,26-35,9,C,4+,0,2,4.0,5.0,13329
1002700,P00334042,M,26-35,7,C,2,1,1,11.0,15.0,15800
1000806,P00010742,M,36-45,0,C,3,1,1,8.0,17.0,11396
1002409,P00352142,F,36-45,9,B,3,1,1,6.0,16.0,15709
1003261,P00121642,M,46-50,20,B,1,1,5,14.0,,8787
1005621,P00110842,M,26-35,7,A,1,0,1,2.0,5.0,11616
1005143,P00017542,M,18-25,4,C,3,1,5,,,8796
1000550,P00190842,M,46-50,8,B,1,1,2,5.0,12.0,12703
1000550,P00085042,M,46-50,8,B,1,1,5,6.0,,5372
1002186,P00160042,M,18-25,5,C,4+,0,1,13.0,16.0,15372
1005273,P00295542,M,55+,20,B,3,1,8,,,10040
1004506,P00088842,M,51-55,16,B,2,0,8,,,5924
1001643,P00086242,M,46-50,2,C,4+,0,10,,,23117
1003884,P00000142,M,18-25,4,A,1,1,3,4.0,5.0,8339
1000146,P00045542,F,36-45,20,B,3,1,5,14.0,,8650
1003822,P00276342,M,46-50,20,C,1,0,5,,,7191
1000129,P00072542,M,26-35,11,C,2,0,5,6.0,,5233
1001737,P00263542,M,36-45,20,B,3,0,16,,,12621
1005459,P00021142,F,0-17,10,C,0,0,5,,,8790
1002169,P00182542,M,0-17,0,C,3,0,5,11.0,,5458
1000755,P00153742,F,36-45,0,B,3,1,8,,,7915
1001347,P00361642,F,18-25,1,C,0,0,5,,,5195
1000517,P00221542,F,26-35,14,A,1,0,5,15.0,,7156
1001128,P00271042,M,26-35,1,A,2,0,6,16.0,,12173
1001447,P00021142,M,18-25,4,A,0,0,5,,,5431
1004382,P00241642,M,26-35,18,C,3,1,1,2.0,11.0,12046
1004486,P00202542,M,36-45,8,C,1,0,13,16.0,,193
1000701,P00212942,F,18-25,4,B,0,0,5,,,5188
1003032,P00039842,M,26-35,0,A,1,1,5,,,5236
1000814,P00144042,F,18-25,4,B,1,0,2,3.0,4.0,15936
1005703,P00112542,M,55+,1,C,2,1,1,11.0,15.0,19171
1004150,P00137242,M,26-35,0,B,3,0,5,,,6934
1003263,P00147942,M,51-55,11,A,4+,0,1,16.0,,19096
1002020,P00350942,M,26-35,7,B,0,1,3,4.0,5.0,11070
1002918,P00159442,M,26-35,12,B,2,0,5,8.0,,5389
1001767,P00244042,M,26-35,20,C,1,0,1,2.0,15.0,8154
1003715,P00192042,M,18-25,5,B,2,0,5,9.0,14.0,5197
1001362,P00064042,M,36-45,12,B,0,0,3,4.0,12.0,11075
1004303,P00274942,M,26-35,2,B,3,0,8,,,10074
1005795,P00025042,M,26-35,1,A,1,1,5,15.0,,6894
1003878,P00154642,M,36-45,16,B,4+,0,8,,,9740
1005788,P00041642,M,26-35,0,A,4+,0,5,,,1978
1004116,P00207942,M,36-45,7,A,2,0,6,8.0,,16533
1000822,P00114442,F,26-35,1,B,0,1,5,6.0,,3614
1002994,P00000142,M,36-45,5,A,1,1,3,4.0,5.0,10739
1006038,P00251242,F,55+,1,C,2,0,5,11.0,,5382
1001389,P00223542,M,26-35,17,B,4+,1,1,8.0,17.0,19592
1003333,P00111742,M,18-25,16,C,1,0,15,,,21497
1000281,P00008442,F,36-45,0,A,2,0,8,14.0,,7865
1005060,P00112542,M,46-50,17,C,0,0,1,11.0,15.0,11945
1000033,P00034042,M,46-50,3,A,1,1,1,2.0,16.0,19426
1003705,P00331642,M,46-50,7,B,1,1,12,,,1424
1005580,P00243942,M,46-50,7,B,4+,0,1,2.0,15.0,15836
1003239,P00144242,F,26-35,12,C,3,0,5,14.0,,5388
1001243,P00159442,M,36-45,15,B,4+,1,5,8.0,,5390
1004118,P00190542,M,26-35,3,C,3,0,3,4.0,,13562
1005689,P00292042,M,26-35,0,B,3,0,8,,,7775
1005519,P00195042,M,36-45,15,C,3,0,6,8.0,14.0,16553
1005733,P00345742,M,26-35,4,B,2,0,1,2.0,15.0,11905
1000620,P0099342,M,18-25,0,A,3,0,5,8.0,,6908
1003650,P00184942,M,26-35,0,A,2,0,1,8.0,17.0,19538
1004387,P00325742,F,18-25,4,B,0,0,2,9.0,,9629
1003067,P00184142,F,26-35,0,A,1,0,8,14.0,,8118
1001444,P00354342,F,26-35,4,B,1,0,5,11.0,,7041
1001087,P00114942,M,26-35,16,B,1,0,1,15.0,16.0,15430
1002063,P00118742,M,26-35,4,A,3,0,5,11.0,,5330
1005972,P00217942,F,26-35,20,B,0,0,5,,,7132
1002075,P00338442,F,26-35,4,A,1,0,1,16.0,,8044
1005516,P00109042,F,51-55,16,C,3,1,8,,,9964
1005029,P00174442,M,26-35,4,C,1,1,5,,,8593
1005263,P00062842,M,36-45,7,B,1,0,1,2.0,13.0,12018
1003885,P00348642,M,26-35,12,B,4+,1,5,11.0,,7120
1003180,P00313142,M,26-35,14,B,1,0,8,,,8129
1000707,P00004742,M,36-45,7,C,1,0,6,16.0,,16086
1001184,P00145842,F,26-35,4,C,1,1,4,5.0,,2129
1002015,P00372445,M,18-25,4,B,4+,0,20,,,258
1001243,P00205442,M,36-45,15,B,4+,1,5,8.0,14.0,7185
1000550,P00349942,M,46-50,8,B,1,1,1,5.0,,11658
1002674,P00108542,M,26-35,4,A,1,0,5,8.0,14.0,6922
1000975,P00213942,M,36-45,0,B,2,1,5,14.0,,5336
1003208,P00057242,M,26-35,14,B,4+,0,5,,,5241
1001764,P00125942,M,18-25,0,B,1,0,1,2.0,15.0,15796
1001426,P00121342,M,18-25,14,B,3,0,1,5.0,18.0,15730
1001121,P00050342,M,55+,7,C,4+,1,5,8.0,17.0,5206
1006037,P00031042,F,46-50,1,C,4+,0,8,,,9708
1004083,P00303342,M,55+,14,A,0,0,1,16.0,,12092
1000198,P00137242,M,26-35,12,A,0,1,5,,,7157
1000303,P00062742,M,26-35,7,C,1,1,8,17.0,,7854
1003491,P00180642,M,26-35,16,B,1,0,11,,,6036
1004135,P00352542,M,0-17,10,C,1,0,1,17.0,,15565
1003853,P00352542,M,26-35,14,B,1,1,1,17.0,,7905
1005329,P00051042,F,26-35,5,B,1,0,8,,,7938
1002504,P00015642,M,26-35,7,A,2,1,8,16.0,17.0,5862
1004013,P00103042,M,26-35,1,C,4+,1,1,14.0,,15839
1000551,P00111842,M,36-45,20,A,4+,1,8,,,10039
1003314,P00114442,M,26-35,7,C,2,0,5,6.0,,6863
1000200,P00370853,F,18-25,4,C,0,0,19,,,26
1001941,P00006542,M,36-45,17,A,1,0,15,16.0,,4503
1000566,P00074242,M,26-35,17,A,3,0,5,,,3590
1003669,P00173842,M,26-35,14,A,2,0,1,2.0,15.0,8230
1005708,P00108842,M,36-45,1,B,4+,0,5,15.0,,5451
1000223,P00282042,M,26-35,17,B,4+,0,5,15.0,,7138
1005880,P00251642,M,26-35,1,A,1,1,1,2.0,4.0,4443
1000588,P00114042,F,26-35,11,B,1,0,5,14.0,,8734
1000146,P00288242,F,36-45,20,B,3,1,5,14.0,,6920
1004565,P00114842,M,36-45,14,C,1,1,5,,,8599
1003452,P00337942,M,26-35,14,C,1,1,5,,,6933
1003973,P00102242,M,26-35,7,A,1,1,8,12.0,,8095
1002469,P00262242,M,26-35,4,B,4+,0,1,11.0,16.0,19133
1000259,P00324942,M,26-35,1,B,4+,0,5,,,8706
1003261,P00324442,M,46-50,20,B,1,1,11,13.0,16.0,3114
1001299,P00149542,M,26-35,14,B,1,0,1,6.0,13.0,7849
1004387,P00190142,F,18-25,4,B,0,0,3,4.0,5.0,10930
1000133,P00136642,F,26-35,0,C,1,1,14,,,15185
1004748,P0096542,M,46-50,16,B,3,0,3,4.0,12.0,13467
1001244,P00128042,M,26-35,4,A,4+,1,1,5.0,18.0,8147
1005346,P00236442,F,26-35,3,A,2,0,3,4.0,,5585
1001958,P00210542,F,26-35,1,B,3,0,5,,,3477
1004482,P00116742,F,36-45,1,A,1,0,11,,,4556
1002798,P00304442,M,36-45,20,B,1,0,1,16.0,,15807
1002405,P00034742,M,51-55,8,C,1,1,5,14.0,17.0,8683
1005550,P00028542,M,36-45,15,B,2,0,6,8.0,14.0,20596
1001004,P00070042,M,26-35,3,B,2,0,1,2.0,16.0,15628
1005305,P00124642,F,18-25,4,C,3,1,16,,,20407
1004980,P00003242,M,26-35,1,B,0,0,8,15.0,,7867
1003953,P00117042,M,26-35,12,A,4+,0,1,2.0,5.0,15223
1004467,P00101742,F,51-55,6,C,2,1,12,14.0,,1727
1001317,P00219942,M,46-50,7,B,3,1,6,16.0,,20597
1002075,P00221842,F,26-35,4,A,1,0,1,8.0,,4464
1000308,P00219942,M,26-35,2,A,3,1,6,16.0,,16686
1002264,P00191442,F,46-50,7,C,1,0,1,2.0,15.0,11731
1000097,P00297642,F,36-45,3,C,3,0,8,,,6150
1004738,P00217442,M,55+,1,C,1,0,1,2.0,11.0,11812
1002928,P00112642,M,26-35,2,B,1,1,1,2.0,5.0,19370
1004573,P00088042,M,51-55,16,C,1,1,1,2.0,,15711
1002947,P00115342,F,26-35,0,A,1,1,5,8.0,14.0,8888
1000329,P00047542,M,36-45,7,A,1,0,8,,,2282
1003747,P00014542,M,46-50,13,C,1,1,8,,,7903
1004541,P00230542,M,0-17,10,B,1,0,5,15.0,,3446
1004171,P00258742,M,55+,16,C,2,1,5,,,8727
1004729,P00113142,M,51-55,16,C,1,1,1,5.0,12.0,11572
1002801,P00136542,F,26-35,3,A,1,1,5,8.0,,7057
1000657,P00211942,F,51-55,13,C,1,0,8,,,7764
1000119,P00092442,F,0-17,10,C,1,0,2,4.0,,9886
1005663,P00194042,F,36-45,20,B,4+,0,8,11.0,,8070
1005777,P00165742,M,0-17,0,C,4+,0,8,16.0,,7969
1001196,P00080342,F,18-25,14,C,3,0,1,6.0,8.0,15786
1005021,P00088242,M,51-55,6,B,2,1,6,10.0,13.0,12486
1002793,P00327542,M,36-45,7,B,3,0,5,,,6957
1004312,P00057642,M,26-35,18,A,0,1,1,15.0,16.0,15516
1001015,P00332342,M,36-45,3,A,4+,1,5,8.0,,7145
1001059,P0099442,F,26-35,0,B,3,0,6,8.0,,8551
1005995,P00289942,F,36-45,1,C,2,1,3,4.0,5.0,13475
1001605,P00067442,F,18-25,0,B,1,0,8,,,4166
1001367,P00192942,M,26-35,12,C,1,0,5,,,5396
1001288,P00312142,F,36-45,19,C,1,0,8,,,6102
1001685,P00031342,M,36-45,12,B,1,0,8,,,8007
1000059,P00111842,F,51-55,1,B,4+,1,8,,,5853
1001150,P00166742,F,26-35,20,A,1,0,5,16.0,,3702
1002941,P00244242,M,36-45,12,B,1,1,1,2.0,15.0,3800
1003469,P00183042,M,46-50,17,B,3,1,15,16.0,,12616
1003483,P00297942,F,46-50,7,B,0,1,8,,,7980
1002076,P00255542,M,18-25,4,B,0,1,5,,,5426
1001465,P00101242,M,51-55,16,B,4+,1,5,12.0,,7035
1001780,P00304042,M,36-45,1,B,0,0,5,,,5408
1001166,P00333042,M,55+,6,C,3,1,5,8.0,,5367
1000474,P00030742,M,26-35,17,B,1,0,1,,,8230
1001260,P00034742,M,26-35,17,B,0,0,5,14.0,17.0,8840
1002793,P00146642,M,36-45,7,B,3,0,8,,,7988
1005364,P00084442,F,26-35,3,A,3,0,13,16.0,,950
1004083,P00267542,M,55+,14,A,0,0,1,16.0,,7762
1005420,P00172842,F,0-17,19,B,4+,0,3,4.0,,7941
1001716,P00296242,M,26-35,0,B,0,0,8,,,7976
1000713,P00233442,M,36-45,7,B,3,0,1,2.0,15.0,15168
1005364,P00274042,F,26-35,3,A,3,0,1,,,19700
1001139,P00223942,M,26-35,1,C,2,0,5,8.0,,8898
1000146,P00124842,F,36-45,20,B,3,1,11,,,6152
1001755,P00196342,F,18-25,4,B,4+,0,2,9.0,14.0,13003
1004179,P00110642,F,36-45,20,C,3,1,5,,,7155
1004508,P00190842,M,26-35,20,A,2,0,2,5.0,12.0,13095
1002293,P00336142,F,55+,3,B,1,1,5,12.0,,3586
1001059,P00193542,F,26-35,0,B,3,0,1,2.0,,8237
1005100,P00152442,M,51-55,6,B,1,1,8,,,8011
1001807,P00238442,M,18-25,17,C,3,0,6,,,20436
1000075,P00008642,F,0-17,10,C,4+,0,4,5.0,,3554
1004502,P00070442,M,51-55,0,C,1,1,1,15.0,,11711
1005567,P00214442,M,51-55,3,B,0,1,8,,,8104
1000461,P00325542,M,51-55,7,B,0,0,18,,,2367
1004543,P00079942,M,26-35,2,A,0,0,8,,,5869
1002841,P00312742,M,51-55,12,B,1,1,15,,,17265
1005378,P00186942,M,36-45,18,A,1,0,5,12.0,,7032
1003261,P00230942,M,46-50,20,B,1,1,5,14.0,,5331
1004552,P00151742,M,26-35,0,C,1,1,8,15.0,16.0,8107
1003942,P00221442,M,18-25,4,B,4+,0,1,2.0,5.0,11827
1002088,P00237542,M,51-55,7,A,1,1,1,15.0,16.0,15300
1001172,P00156442,F,26-35,0,A,2,1,8,,,9800
1003756,P00109542,M,18-25,12,B,4+,0,8,14.0,17.0,9757
1004584,P00116542,F,46-50,0,C,1,0,5,17.0,,6992
1000355,P00069342,M,18-25,3,B,2,0,5,,,7112
1005788,P00076542,M,26-35,0,A,4+,0,4,5.0,9.0,1482
1000904,P00070242,M,36-45,20,B,4+,0,5,11.0,,3437
1004064,P00181842,M,46-50,0,A,1,1,11,,,4440
1003985,P00150342,M,46-50,16,C,1,1,8,14.0,,5899
1005605,P00341742,F,18-25,2,A,0,0,15,,,20950
1004510,P00219742,M,46-50,7,A,4+,1,6,11.0,16.0,4104
1005954,P00101942,M,46-50,11,A,2,1,8,17.0,,7846
1001272,P00270242,M,18-25,20,B,0,0,8,,,6108
1005265,P00205442,M,46-50,1,B,2,1,5,8.0,14.0,6894
1002768,P00114142,M,26-35,17,A,1,0,8,,,5978
1000433,P00279342,M,51-55,6,C,3,1,5,14.0,,2008
1000181,P00182442,M,18-25,17,C,1,0,5,11.0,,7020
1000554,P00178042,M,26-35,12,C,0,1,8,14.0,,8049
1003041,P00211142,M,26-35,4,A,1,0,5,,,7065
1001420,P00044442,M,18-25,4,C,3,0,1,16.0,,15863
1004115,P00285242,M,26-35,15,B,1,0,17,,,10585
1005795,P00252042,M,26-35,1,A,1,1,5,14.0,,1812
1003976,P00251542,F,26-35,0,B,4+,0,11,16.0,,1696
1002699,P00035542,F,55+,13,C,0,1,3,4.0,12.0,7941
1001411,P00280442,M,36-45,1,C,2,0,11,,,2978
1001982,P00295742,M,0-17,10,C,4+,0,8,,,9933
1002608,P00184142,F,26-35,1,A,2,0,8,14.0,,5950
1002377,P00354342,M,36-45,0,C,3,1,5,11.0,,7070
1002041,P00102642,F,26-35,20,B,4+,0,4,8.0,9.0,2055
1002527,P00113242,M,36-45,15,C,2,0,1,6.0,8.0,19610
1004277,P00064042,M,36-45,16,A,0,0,3,4.0,12.0,10904
1002058,P00224142,F,55+,1,B,1,0,8,,,5854
1003792,P00195342,M,26-35,6,A,1,0,2,5.0,,9562
1000090,P00304142,M,55+,13,C,1,0,5,11.0,,6871
1003143,P00283142,F,51-55,16,C,1,1,13,14.0,16.0,561
1003095,P00365242,F,26-35,3,B,1,1,5,8.0,,8697
1004179,P00000142,F,36-45,20,C,3,1,3,4.0,5.0,10769
1004016,P00233742,M,51-55,0,B,1,0,1,15.0,,11507
1003841,P00208842,M,46-50,18,A,4+,0,11,16.0,,3173
1002665,P00084342,M,36-45,11,B,1,0,13,16.0,,587
1005163,P00117942,M,46-50,6,B,1,1,5,15.0,,8898
1004345,P0096542,F,26-35,14,B,1,0,3,4.0,12.0,10834
1002131,P00310242,M,26-35,0,B,1,0,7,,,16949
1004497,P00313442,M,51-55,0,B,3,1,5,6.0,8.0,7185
1002288,P00274242,M,0-17,10,B,2,0,1,,,11783
1006036,P00028542,F,26-35,15,B,4+,1,6,8.0,14.0,16664
1004036,P00249142,M,26-35,1,C,2,1,5,,,6949
1004053,P00049142,M,26-35,18,B,1,0,1,15.0,,8251
1004322,P00105142,F,51-55,6,B,1,0,1,2.0,15.0,12070
1000919,P00034442,F,36-45,1,C,1,0,1,14.0,16.0,15752
1005573,P00115942,F,36-45,1,B,1,1,8,17.0,,7884
1001749,P00022542,M,26-35,2,B,1,1,5,,,5164
1000549,P00222642,M,26-35,6,A,3,0,5,,,6948
1005100,P00157642,M,51-55,6,B,1,1,1,14.0,16.0,11398
1000124,P00151442,M,55+,7,C,1,1,8,,,10069
1004837,P00281142,M,26-35,5,B,2,0,11,15.0,,3039
1004411,P00139942,M,18-25,4,A,3,0,5,,,8850
1001019,P00112542,M,36-45,1,A,4+,1,1,11.0,15.0,15818
1000978,P00304142,M,18-25,0,C,1,0,5,11.0,,3601
1001679,P00236542,M,26-35,12,B,4+,1,8,11.0,,7952
1003503,P00197142,M,18-25,4,B,0,0,5,,,7033
1005639,P00265242,F,18-25,4,C,2,0,5,8.0,,8648
1004739,P00230942,M,26-35,3,C,2,0,5,14.0,,7185
1001980,P00089342,M,36-45,7,A,1,0,8,,,9783
1005643,P00175042,F,36-45,1,A,3,1,8,,,7937
1004967,P00150942,M,18-25,4,C,0,0,6,11.0,13.0,20051
1004123,P00181542,F,26-35,4,C,1,0,11,16.0,,7620
1001512,P00057642,M,26-35,20,C,4+,0,1,15.0,16.0,15768
1005489,P00157642,M,18-25,7,C,0,0,1,14.0,16.0,11591
1004390,P00057642,M,26-35,0,B,2,0,1,15.0,16.0,19162
1005812,P00001942,F,26-35,7,A,1,1,5,,,1863
1001868,P00327642,M,51-55,11,C,0,1,18,,,2264
1001928,P00182342,M,0-17,10,B,1,0,1,5.0,6.0,19670
1002106,P00186342,F,18-25,20,A,3,1,2,4.0,9.0,3634
1002980,P00025942,M,46-50,7,C,4+,1,8,14.0,,6062
1005394,P00238342,M,18-25,0,A,2,0,8,,,8101
1002608,P00176142,F,26-35,1,A,2,0,8,,,8138
1001150,P00198042,F,26-35,20,A,1,0,11,16.0,,6171
1002544,P00083742,M,46-50,1,B,1,0,2,17.0,,10007
1003847,P00221142,M,26-35,7,B,1,0,1,,,11596
1001681,P00119742,M,18-25,4,A,1,0,5,8.0,12.0,8603
1000647,P00034442,M,36-45,12,B,1,1,1,14.0,16.0,11525
1002541,P00148342,F,36-45,5,B,1,1,5,,,6920
1005831,P00057742,M,26-35,1,A,2,1,2,8.0,18.0,12880
1005114,P00051842,F,0-17,10,C,2,0,4,8.0,,3434
1000602,P00052842,F,55+,6,C,2,0,10,15.0,,23633
1004041,P00161442,M,18-25,3,B,2,0,5,14.0,,6857
1002950,P00146742,M,18-25,0,C,4+,0,1,13.0,14.0,19501
1004271,P00271142,M,36-45,7,B,2,0,5,,,3530
1004845,P00331942,F,26-35,1,B,3,0,5,,,7020
1000824,P00006142,M,36-45,12,A,2,1,8,,,6153
1003799,P00146042,M,18-25,0,C,4+,1,1,13.0,15.0,15909
1004583,P00371644,M,51-55,1,C,4+,1,20,,,483
1003989,P00058442,M,51-55,12,A,0,1,5,14.0,,7170
1003648,P00111942,M,18-25,4,B,1,0,8,17.0,,2295
1001418,P00246742,M,18-25,4,A,1,1,11,15.0,,4447
1002148,P00045342,F,18-25,0,B,0,1,1,5.0,17.0,15870
1000415,P00129642,F,36-45,0,A,2,1,5,,,7123
1002832,P00033942,M,26-35,17,B,4+,0,5,,,7139
1003614,P00258742,M,26-35,0,B,2,1,5,,,5292
1004452,P00144642,F,26-35,7,B,2,1,1,15.0,16.0,4097
1004313,P00006942,F,26-35,7,C,4+,0,1,5.0,6.0,11833
1001340,P00042942,M,26-35,7,A,2,0,1,15.0,,4406
1002389,P00131742,M,26-35,16,A,0,1,8,,,6123
1002481,P00117942,M,36-45,14,C,1,0,5,15.0,,7187
1002212,P00330342,M,18-25,4,A,2,1,5,11.0,16.0,6949
1003701,P00106042,M,36-45,1,B,3,0,5,,,7186
1001325,P00114442,M,26-35,1,B,1,1,5,6.0,,8679
1002995,P00200842,M,26-35,15,A,4+,0,8,,,5868
1002996,P0095642,M,18-25,0,B,1,0,5,,,7048
1005319,P00172842,M,18-25,17,B,1,0,3,4.0,,10875
1000081,P00112142,F,26-35,0,A,1,1,1,2.0,14.0,11527
1001797,P00303242,M,36-45,7,C,2,0,5,8.0,,3664
1001507,P00332242,M,36-45,17,C,0,0,1,16.0,,11933
1004360,P00323442,F,26-35,9,B,1,0,5,9.0,,3584
1002122,P00241642,M,36-45,12,C,4+,1,1,2.0,11.0,4298
1004051,P00116742,M,18-25,14,C,2,0,11,,,5997
1002700,P00326242,M,26-35,7,C,2,1,2,18.0,,16363
1001142,P00052642,M,18-25,1,B,1,0,5,14.0,,6872
1000412,P00355142,M,36-45,15,A,1,1,1,15.0,,15534
1004440,P00348342,M,36-45,1,C,1,1,8,17.0,,8141
1005301,P00025542,M,26-35,17,C,1,1,8,,,1994
1001524,P00004842,M,18-25,4,B,1,0,3,4.0,12.0,11008
1003627,P00274942,F,36-45,1,C,2,1,8,,,10053
1004053,P00222942,M,26-35,18,B,1,0,1,2.0,8.0,11572
1003823,P00182142,M,55+,7,B,1,0,1,5.0,6.0,19440
1004227,P00231242,M,26-35,19,A,0,0,16,,,4240
1001465,P00273742,M,51-55,16,B,4+,1,1,17.0,,15871
1000533,P00042942,M,26-35,12,A,1,0,1,15.0,,15211
1000256,P00193542,M,46-50,16,C,3,0,1,2.0,,15429
1001592,P00319342,M,36-45,7,B,4+,1,5,8.0,,8677
1002643,P00105242,M,46-50,17,B,1,1,11,,,1615
1006021,P00105342,M,26-35,12,B,2,1,1,2.0,15.0,15325
1004815,P00116242,F,51-55,18,C,0,1,8,15.0,,9915
1005029,P00129542,M,26-35,4,C,1,1,8,14.0,,6008
1004510,P00101342,M,46-50,7,A,4+,1,6,8.0,,20643
1000105,P00110742,M,46-50,12,C,1,1,1,2.0,8.0,19592
1001770,P00299142,M,36-45,16,C,1,0,5,,,6915
1001484,P00210042,M,26-35,12,C,1,0,8,14.0,,9896
1003759,P00132642,M,36-45,6,C,2,0,1,,,15829
1003032,P00255542,M,26-35,0,A,1,1,5,,,5141
1001087,P00238542,M,26-35,16,B,1,0,5,14.0,,3530
1003302,P00145042,M,26-35,17,C,4+,0,1,2.0,5.0,11473
1004194,P00119042,M,18-25,4,C,1,1,5,,,5282
1003260,P00327342,M,26-35,4,C,2,1,16,,,16253
1003850,P00208142,M,18-25,3,B,0,0,8,,,9844
1005964,P00238442,M,18-25,5,B,1,0,6,,,12252
1005191,P00059442,F,26-35,4,A,4+,0,6,8.0,16.0,4509
1003359,P00149342,M,26-35,20,C,1,0,13,16.0,,189
1004927,P00102442,M,46-50,0,B,4+,0,8,,,5860
1004609,P00266542,F,26-35,4,B,0,0,2,16.0,,6687
1003356,P00263842,M,36-45,7,C,2,1,8,13.0,,7787
1003600,P00147242,M,36-45,20,B,4+,1,5,,,3606
1003834,P00053042,M,18-25,2,B,2,0,5,14.0,16.0,7065
1001896,P00005042,M,55+,13,C,4+,1,6,16.0,,12555
1002859,P0099342,M,18-25,1,C,0,0,5,8.0,,8905
1004295,P00262242,M,18-25,18,C,3,0,1,11.0,16.0,7755
1000896,P00355642,M,18-25,15,C,3,1,16,,,20663
1005105,P00340942,M,51-55,7,C,1,1,8,,,8070
1003841,P00117642,M,46-50,18,A,4+,0,10,16.0,,19235
1005912,P00282642,M,26-35,1,C,2,0,5,,,5272
1000092,P00139542,F,18-25,4,B,1,0,5,,,1839
1001605,P0094542,F,18-25,0,B,1,0,2,4.0,9.0,9726
1001029,P00255542,M,26-35,0,B,0,0,5,,,8619
1005627,P00244042,M,26-35,0,A,4+,1,1,2.0,15.0,15187
1003618,P00106042,M,55+,17,A,4+,1,5,,,5383
1002199,P00265042,M,0-17,10,B,3,0,16,,,16379
1005437,P00111042,M,26-35,11,C,4+,0,15,,,17382
1003896,P00026742,M,36-45,0,B,2,0,8,11.0,,3922
1004390,P00046742,M,26-35,0,B,2,0,1,2.0,15.0,15784
1001894,P00237942,F,36-45,7,B,0,1,8,,,8068
1003665,P00251242,M,26-35,0,A,2,0,5,11.0,,7125
1001676,P00141842,M,18-25,4,B,4+,0,5,14.0,,5305
1001368,P00331542,F,26-35,3,C,1,0,5,8.0,,8681
1001184,P00195342,F,26-35,4,C,1,1,2,5.0,,6609
1004102,P00208842,M,0-17,10,C,1,0,11,16.0,,1573
1001897,P00075542,F,51-55,2,A,1,1,8,13.0,,7940
1001157,P00147942,M,46-50,7,C,1,0,1,16.0,,19612
1003793,P00045342,M,18-25,4,C,3,0,1,5.0,17.0,15671
1001582,P00200842,M,18-25,0,C,1,0,8,,,6136
1002901,P00331842,M,26-35,17,B,2,0,16,,,20338
1001815,P00102642,M,0-17,1,C,1,0,4,8.0,9.0,2862
1005937,P00110542,M,26-35,12,B,2,1,8,,,5877
1005142,P00347642,M,26-35,1,B,1,1,1,6.0,,4223
1000117,P00036842,M,26-35,17,A,2,1,1,14.0,16.0,15375
1000059,P00112842,F,51-55,1,B,4+,1,8,17.0,,5923
1003305,P00237542,M,55+,20,C,0,0,1,15.0,16.0,19251
1003650,P00183542,M,26-35,0,A,2,0,4,5.0,,2187
1002937,P00057642,F,18-25,4,A,4+,0,1,15.0,16.0,19666
1003829,P00194642,F,26-35,1,B,1,0,1,6.0,13.0,12089
1005812,P00010842,F,26-35,7,A,1,1,8,16.0,,8128
1003286,P00085442,F,36-45,7,B,4+,1,12,14.0,,1410
1001448,P00081442,F,26-35,3,A,1,0,6,,,8724
1004705,P00348242,F,18-25,0,C,0,1,8,,,9908
1001894,P00108542,F,36-45,7,B,0,1,5,8.0,14.0,6900
1005128,P00085342,M,51-55,7,C,1,1,10,13.0,,23389
1004266,P00279442,M,55+,13,C,1,1,16,,,16581
1002454,P00127442,M,18-25,0,B,1,0,1,2.0,15.0,15643
1002607,P00274942,F,55+,0,C,0,0,8,,,7816
1000770,P00349942,M,18-25,4,B,2,1,1,5.0,,19568
1003224,P00304042,F,26-35,14,A,3,1,5,,,5457
1004115,P00338442,M,26-35,15,B,1,0,1,16.0,,15832
1003423,P00332242,M,26-35,7,C,2,0,1,16.0,,15625
1001077,P00304442,M,26-35,3,A,1,0,1,16.0,,12086
1000187,P00337942,F,46-50,1,B,1,0,5,,,8879
1002627,P00362342,M,26-35,1,B,2,1,5,,,5431
1002047,P00075542,M,0-17,10,B,1,0,8,13.0,,9955
1005991,P00100442,F,36-45,20,B,4+,1,2,4.0,5.0,13055
1001193,P00278642,M,26-35,12,C,3,1,5,,,3473
1004659,P00085242,F,26-35,14,C,0,0,8,14.0,17.0,10038
1002761,P00327542,M,36-45,6,B,0,0,5,,,7018
